gene_id,gene_name,eggNOG_OGs,Description,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS19960,XNR_RS19960,"COG0577@1|root,COG0577@2|Bacteria,2GMH5@201174|Actinobacteria",FtsX-like permease family,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"FtsX,MacB_PCD",NC_020990.1,XNR_4032,4576512,4578011,+,ABC transporter permease,Defense mechanisms,Op3017
XNR_RS19965,XNR_RS19965,"COG1136@1|root,COG1136@2|Bacteria,2GK3I@201174|Actinobacteria",ABC transporter,-,-,"ko:K02003,ko:K02004",-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC_tran,FtsX",NC_020990.1,XNR_4033,4578065,4578754,+,ABC transporter ATP-binding protein,Defense mechanisms,Op3018
XNR_RS19970,adhC2,"COG1064@1|root,COG1064@2|Bacteria,2GNVQ@201174|Actinobacteria",alcohol dehydrogenase,-,-,ko:K13979,-,-,-,-,"ko00000,ko01000",-,-,-,"ADH_N,ADH_zinc_N",NC_020990.1,XNR_4034,4578865,4579908,+,NAD(P)-dependent alcohol dehydrogenase,Function unknown,Op3019
XNR_RS19975,XNR_RS19975,"COG2318@1|root,COG2318@2|Bacteria,2HUJD@201174|Actinobacteria",Protein of unknown function (DUF664),-,-,-,-,-,-,-,-,-,-,-,DUF664,NC_020990.1,XNR_4035,4579934,4580467,-,DinB family protein,Transcription,Op3020
XNR_RS19980,XNR_RS19980,"COG0457@1|root,COG0457@2|Bacteria,2GISP@201174|Actinobacteria",Tetratricopeptide repeat,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4036,4580562,4581665,-,hypothetical protein,Function unknown,Op3021
XNR_RS19985,metB,"COG0626@1|root,COG0626@2|Bacteria,2GJ5S@201174|Actinobacteria",Catalyzes the formation of L-homocysteine from O- succinyl-L-homoserine (OSHS) and hydrogen sulfide,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0003962,GO:0004123,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006534,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009086,GO:0009092,GO:0009987,GO:0016020,GO:0016053,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0017144,GO:0019279,GO:0019343,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071265,GO:0071266,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.5.1.48,ko:K01739,"ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230",M00017,"R00999,R01288,R02508,R03217,R03260,R04944,R04945,R04946","RC00020,RC00056,RC00069,RC00420,RC02848,RC02866","ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv1079,Cys_Met_Meta_PP,NC_020990.1,XNR_4037,4581796,4582962,+,cystathionine gamma-synthase,Amino acid transport and metabolism,Op3022
XNR_RS30350,XNR_RS30350,"29W91@1|root,30HUE@2|Bacteria,2IQEN@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4038,4583038,4583289,-,hypothetical protein,-,Op3023
XNR_RS19995,sig59,"COG1595@1|root,COG1595@2|Bacteria,2IMAH@201174|Actinobacteria","Sigma-70, region 4",-,-,-,-,-,-,-,-,-,-,-,Sigma70_r4,NC_020990.1,XNR_4039,4583286,4583774,-,sigma factor-like helix-turn-helix DNA-binding protein,Transcription,Op3023
XNR_RS20000,XNR_RS20000,"COG1846@1|root,COG1846@2|Bacteria,2HGXY@201174|Actinobacteria",transcriptional,-,-,-,-,-,-,-,-,-,-,-,MarR,NC_020990.1,XNR_4040,4583854,4584408,-,MarR family transcriptional regulator,Transcription,Op3024
XNR_RS20005,ilvA,"COG1171@1|root,COG1171@2|Bacteria,2GJAG@201174|Actinobacteria","Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA",-,4.3.1.19,ko:K01754,"ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230",M00570,"R00220,R00996","RC00418,RC02600","ko00000,ko00001,ko00002,ko01000",-,-,-,"ACT,PALP",NC_020990.1,XNR_4041,4584566,4585795,+,threonine ammonia-lyase,Amino acid transport and metabolism,Op3025
XNR_RS20010,XNR_RS20010,"COG1131@1|root,COG1131@2|Bacteria,2GIY8@201174|Actinobacteria",ABC transporter,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC_tran,DUF4162",NC_020990.1,XNR_4042,4586148,4587185,+,daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein,Defense mechanisms,Op3026
XNR_RS20015,XNR_RS20015,"COG0842@1|root,COG0842@2|Bacteria,2GKJF@201174|Actinobacteria","transport, permease protein",-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC2_membrane,NC_020990.1,XNR_4043,4587185,4588036,+,ABC transporter permease,Defense mechanisms,Op3026
XNR_RS20020,greA,"COG0782@1|root,COG0782@2|Bacteria,2GNZV@201174|Actinobacteria","Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides","GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0071944",-,ko:K03624,-,-,-,-,"ko00000,ko03021",-,-,-,"GreA_GreB,GreA_GreB_N",NC_020990.1,XNR_4044,4588841,4589338,-,transcription elongation factor GreA,Transcription,Op3027
XNR_RS20025,XNR_RS20025,"2DRBP@1|root,33B4I@2|Bacteria,2II67@201174|Actinobacteria",Domain of unknown function (DUF4307),-,-,-,-,-,-,-,-,-,-,-,DUF4307,NC_020990.1,XNR_4045,4589541,4589948,-,DUF4307 domain-containing protein,Function unknown,Op3028
XNR_RS20030,mca,"COG2120@1|root,COG2120@2|Bacteria,2H2NY@201174|Actinobacteria","A mycothiol (MSH, N-acetylcysteinyl-glucosaminyl- inositol) S-conjugate amidase, it recycles conjugated MSH to the N-acetyl cysteine conjugate (AcCys S-conjugate, a mercapturic acid) and the MSH precursor. Involved in MSH-dependent detoxification of a number of alkylating agents and antibiotics","GO:0006790,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0010126,GO:0010127,GO:0016137,GO:0042221,GO:0044237,GO:0050896,GO:0051186,GO:0071704,GO:0098754,GO:1901135,GO:1901657",3.5.1.115,ko:K18455,-,-,-,-,"ko00000,ko01000",-,-,-,PIG-L,NC_020990.1,XNR_4046,4590064,4590945,+,mycothiol conjugate amidase Mca,Function unknown,Op3029
XNR_RS20035,XNR_RS20035,"2FBJT@1|root,343QZ@2|Bacteria,2GQK9@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4047,4590938,4591174,+,hypothetical protein,-,Op3029
XNR_RS20040,XNR_RS20040,"2DPNX@1|root,332TS@2|Bacteria,2IMTM@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4048,4591275,4591808,-,hypothetical protein,-,Op3030
XNR_RS20045,XNR_RS20045,"COG0457@1|root,COG0464@1|root,COG0457@2|Bacteria,COG0464@2|Bacteria,2GMBZ@201174|Actinobacteria",Tetratricopeptide repeat,-,-,-,-,-,-,-,-,-,-,-,"AAA_16,NB-ARC,TPR_10,TPR_12,TPR_6",NC_020990.1,XNR_4049,4591898,4595131,-,tetratricopeptide repeat protein,"Posttranslational modification, protein turnover, chaperones",Op3031
XNR_RS20050,XNR_RS20050,"2BVS5@1|root,347KA@2|Bacteria,2IQA7@201174|Actinobacteria",Protein of unknown function (DUF5133),-,-,-,-,-,-,-,-,-,-,-,DUF5133,NC_020990.1,XNR_4050,4595398,4595634,+,DUF5133 domain-containing protein,Function unknown,Op3032
XNR_RS20055,XNR_RS20055,"COG5637@1|root,COG5637@2|Bacteria,2GMK7@201174|Actinobacteria",cyclase dehydrase,-,-,-,-,-,-,-,-,-,-,-,Polyketide_cyc,NC_020990.1,XNR_4051,4595717,4596166,-,SRPBCC family protein,"Cell cycle control, cell division, chromosome partitioning",Op3033
XNR_RS20060,XNR_RS20060,"COG3173@1|root,COG3173@2|Bacteria,2GKUU@201174|Actinobacteria",Aminoglycoside phosphotransferase,-,-,-,-,-,-,-,-,-,-,-,APH,NC_020990.1,XNR_4052,4596323,4597207,+,aminoglycoside phosphotransferase family protein,Transcription,Op3034
XNR_RS20065,XNR_RS20065,"COG2041@1|root,COG2041@2|Bacteria,2GMG2@201174|Actinobacteria",Oxidoreductase molybdopterin binding,-,-,-,-,-,-,-,-,-,-,-,Oxidored_molyb,NC_020990.1,XNR_4053,4597289,4597888,+,sulfite oxidase-like oxidoreductase,Cell wall/membrane/envelope biogenesis,Op3035
XNR_RS20070,hmp,"COG1018@1|root,COG1018@2|Bacteria",nitric oxide dioxygenase activity,-,1.14.12.17,ko:K05916,"ko05132,map05132",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"FAD_binding_6,Globin,NAD_binding_1",NC_020990.1,XNR_4054,4597888,4598619,+,ferredoxin reductase,Energy production and conversion,Op3035
XNR_RS20075,XNR_RS20075,"2E4G6@1|root,32ZBB@2|Bacteria,2GR6E@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4055,4598682,4598975,+,DUF6510 family protein,-,Op3036
XNR_RS20080,XNR_RS20080,"COG4636@1|root,COG4636@2|Bacteria,2I8SU@201174|Actinobacteria",Putative restriction endonuclease,-,-,-,-,-,-,-,-,-,-,-,Uma2,NC_020990.1,XNR_4057,4599497,4600063,-,Uma2 family endonuclease,Function unknown,Op3038
XNR_RS20085,XNR_RS20085,"COG1331@1|root,COG1331@2|Bacteria,2GJ88@201174|Actinobacteria",Highly conserved protein containing a thioredoxin domain,-,-,ko:K06888,-,-,-,-,ko00000,-,-,-,"GlcNAc_2-epim,Thioredox_DsbH",NC_020990.1,XNR_4058,4600237,4602264,+,thioredoxin domain-containing protein,"Posttranslational modification, protein turnover, chaperones",Op3039
XNR_RS20090,XNR_RS20090,"COG1656@1|root,COG1656@2|Bacteria,2GMQR@201174|Actinobacteria",Mut7-C RNAse domain,-,-,ko:K09122,-,-,-,-,ko00000,-,-,-,"Mut7-C,Ub-Mut7C",NC_020990.1,XNR_4059,4602284,4603024,-,hypothetical protein,Signal transduction mechanisms,Op3040
XNR_RS20100,hlyIII,"COG1272@1|root,COG1272@2|Bacteria,2GJGQ@201174|Actinobacteria",protein hemolysin III,-,-,ko:K11068,-,-,-,-,"ko00000,ko02042",-,-,-,HlyIII,NC_020990.1,XNR_4061,4603857,4604573,-,hemolysin III family protein,Function unknown,Op3042
XNR_RS20105,pckG,"COG1274@1|root,COG1274@2|Bacteria,2GJH3@201174|Actinobacteria","Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP), the rate-limiting step in the metabolic pathway that produces glucose from lactate and other precursors derived from the citric acid cycle","GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009607,GO:0009987,GO:0009991,GO:0010106,GO:0016020,GO:0019725,GO:0030003,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042592,GO:0042594,GO:0043207,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071496,GO:0071944,GO:0075136,GO:0098771",4.1.1.32,ko:K01596,"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko03320,ko04068,ko04151,ko04152,ko04910,ko04920,ko04922,ko04931,ko04964,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map03320,map04068,map04151,map04152,map04910,map04920,map04922,map04931,map04964",M00003,"R00431,R00726","RC00002,RC02741","ko00000,ko00001,ko00002,ko01000",-,-,-,"PEPCK_C,PEPCK_N",NC_020990.1,XNR_4062,4604848,4606668,+,phosphoenolpyruvate carboxykinase (GTP),Coenzyme transport and metabolism,Op3043
XNR_RS20110,XNR_RS20110,"2F8IM@1|root,340XE@2|Bacteria,2IHXJ@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4063,4606896,4607309,-,hypothetical protein,-,Op3044
XNR_RS20115,yfbQ,"COG0436@1|root,COG0436@2|Bacteria,2GJ7R@201174|Actinobacteria",Aminotransferase,-,"2.6.1.1,2.6.1.17,2.6.1.2,2.6.1.66","ko:K00812,ko:K14260,ko:K14267","ko00220,ko00250,ko00270,ko00290,ko00300,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00290,map00300,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01120,map01130,map01210,map01230",M00016,"R00258,R00355,R00694,R00734,R00896,R01215,R02433,R02619,R04475,R05052","RC00006,RC00008,RC00036","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,"Aminotran_1_2,HTH_3",NC_020990.1,XNR_4064,4607489,4608700,-,pyridoxal phosphate-dependent aminotransferase,Amino acid transport and metabolism,Op3045
XNR_RS20120,XNR_RS20120,"COG0693@1|root,COG0693@2|Bacteria,2H6FV@201174|Actinobacteria",ThiJ PfpI,-,-,-,-,-,-,-,-,-,-,-,DJ-1_PfpI,NC_020990.1,XNR_4065,4609055,4609687,+,DJ-1/PfpI family protein,Function unknown,Op3046
XNR_RS20125,XNR_RS20125,"COG3979@1|root,COG3979@2|Bacteria,2I2KE@201174|Actinobacteria",to chymotrypsin. May be specialized for the degradation of chitin- linked proteins. Has a primary specificity for large aliphatic or aromatic amino acids,-,-,ko:K18546,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Pro_Al_protease,Trypsin",NC_020990.1,XNR_4066,4609798,4611159,+,alpha-lytic protease prodomain-containing protein,Cell wall/membrane/envelope biogenesis,Op3047
XNR_RS20130,XNR_RS20130,"COG3485@1|root,COG3485@2|Bacteria,2GNNC@201174|Actinobacteria","catechol 1,2-dioxygenase",-,-,-,-,-,-,-,-,-,-,-,Dioxygenase_C,NC_020990.1,XNR_4067,4611227,4612030,+,intradiol ring-cleavage dioxygenase,"Secondary metabolites biosynthesis, transport and catabolism",Op3048
XNR_RS20135,XNR_RS20135,"COG3653@1|root,COG3653@2|Bacteria,2GKMK@201174|Actinobacteria",N-acyl-D-aspartate D-glutamate deacylase,-,3.5.1.81,ko:K06015,-,-,R02192,"RC00064,RC00328","ko00000,ko01000",-,-,-,Amidohydro_3,NC_020990.1,XNR_4068,4612064,4613713,-,D-aminoacylase,"Secondary metabolites biosynthesis, transport and catabolism",Op3049
XNR_RS20140,XNR_RS20140,"COG3616@1|root,COG3616@2|Bacteria,2GK0N@201174|Actinobacteria",Alanine racemase,-,-,-,-,-,-,-,-,-,-,-,"Ala_racemase_N,D-ser_dehydrat",NC_020990.1,XNR_4069,4613747,4615117,-,D-amino acid deaminase,Amino acid transport and metabolism,Op3049
XNR_RS20145,kdgK,"COG0524@1|root,COG0524@2|Bacteria,2GMD4@201174|Actinobacteria",PfkB family,-,2.7.1.45,ko:K00874,"ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200","M00061,M00308,M00631",R01541,"RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,PfkB,NC_020990.1,XNR_4070,4615246,4616427,+,sugar kinase,Carbohydrate transport and metabolism,Op3050
XNR_RS20150,XNR_RS20150,"COG1414@1|root,COG1414@2|Bacteria,2GM23@201174|Actinobacteria",transcriptional regulator,-,-,ko:K13641,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_IclR,IclR",NC_020990.1,XNR_4071,4616424,4617212,+,IclR family transcriptional regulator,Transcription,Op3050
XNR_RS20155,XNR_RS20155,"COG0251@1|root,COG0251@2|Bacteria,2IFCR@201174|Actinobacteria",endoribonuclease L-PSP,-,-,-,-,-,-,-,-,-,-,-,Ribonuc_L-PSP,NC_020990.1,XNR_4072,4617209,4617634,+,RidA family protein,"Translation, ribosomal structure and biogenesis",Op3050
XNR_RS30060,XNR_RS30060,"COG3293@1|root,COG3293@2|Bacteria,2IIB4@201174|Actinobacteria",Transposase,-,-,-,-,-,-,-,-,-,-,-,DUF4096,NC_020990.1,,4620656,4621000,+,IS5 family transposase,"Replication, recombination and repair",Op3053
XNR_RS31610,XNR_RS31610,"COG4995@1|root,COG4995@2|Bacteria,2GM3Q@201174|Actinobacteria",CHAT domain,-,-,-,-,-,-,-,-,-,-,-,CHAT,NC_020990.1,,4621581,4623677,+,CHAT domain-containing protein,Transcription,Op3054
XNR_RS20185,XNR_RS20185,"COG0477@1|root,COG0477@2|Bacteria",Major facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,MFS_1,NC_020990.1,XNR_4077,4623707,4625182,-,MFS transporter,Amino acid transport and metabolism,Op3055
XNR_RS20190,XNR_RS20190,"COG1917@1|root,COG2207@1|root,COG1917@2|Bacteria,COG2207@2|Bacteria,2GJYX@201174|Actinobacteria",Arac family,-,-,-,-,-,-,-,-,-,-,-,"AraC_binding,HTH_18",NC_020990.1,XNR_4078,4625341,4626111,+,helix-turn-helix transcriptional regulator,Transcription,Op3056
XNR_RS20195,XNR_RS20195,"COG2110@1|root,COG2110@2|Bacteria,2IBAB@201174|Actinobacteria",phosphatase homologous to the C-terminal domain of histone macroH2A1,-,-,-,-,-,-,-,-,-,-,-,"Macro,TIR_2",NC_020990.1,XNR_4079,4626605,4627774,+,hypothetical protein,Signal transduction mechanisms,Op3057
XNR_RS20200,XNR_RS20200,"2BI5F@1|root,32CAQ@2|Bacteria,2GRCK@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4080,4627771,4628400,+,hypothetical protein,-,Op3057
XNR_RS20205,XNR_RS20205,"2EEC2@1|root,3386C@2|Bacteria,2IIAE@201174|Actinobacteria",RES,-,-,-,-,-,-,-,-,-,-,-,RES,NC_020990.1,XNR_4081,4628404,4629057,+,RES family NAD+ phosphorylase,Function unknown,Op3057
XNR_RS20210,XNR_RS20210,"COG4995@1|root,COG4995@2|Bacteria,2GM3Q@201174|Actinobacteria",CHAT domain,-,-,-,-,-,-,-,-,-,-,-,CHAT,NC_020990.1,XNR_4082,4629102,4633286,+,CHAT domain-containing protein,Transcription,Op3058
XNR_RS20215,XNR_RS20215,"COG4249@1|root,COG4249@2|Bacteria,2IB3R@201174|Actinobacteria",Peptidase C14 caspase catalytic subunit p20,-,-,-,-,-,-,-,-,-,-,-,Peptidase_C14,NC_020990.1,XNR_4083,4633299,4635236,-,caspase family protein,Cell wall/membrane/envelope biogenesis,Op3059
XNR_RS20220,XNR_RS20220,"2E011@1|root,32VQC@2|Bacteria,2IM4K@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4084,4635452,4635934,+,hypothetical protein,-,Op3060
XNR_RS20225,XNR_RS20225,"28KM3@1|root,2ZA5S@2|Bacteria,2H580@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4085,4635983,4637800,+,hypothetical protein,-,Op3061
XNR_RS20235,XNR_RS20235,"2FA01@1|root,34296@2|Bacteria,2IMQI@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4087,4638042,4638674,+,hypothetical protein,-,Op3061
XNR_RS20240,XNR_RS20240,"COG0464@1|root,COG0464@2|Bacteria,2I9A9@201174|Actinobacteria","AAA ATPase, central domain protein",-,-,-,-,-,-,-,-,-,-,-,AAA,NC_020990.1,XNR_4088,4638720,4640282,+,AAA family ATPase,"Posttranslational modification, protein turnover, chaperones",Op3062
XNR_RS20245,XNR_RS20245,"COG1914@1|root,COG1914@2|Bacteria,2IBKH@201174|Actinobacteria",Mn2 and Fe2 transporters of the NRAMP family,-,-,-,-,-,-,-,-,-,-,-,Nramp,NC_020990.1,XNR_4089,4640459,4641772,+,Nramp family divalent metal transporter,Inorganic ion transport and metabolism,Op3063
XNR_RS20250,XNR_RS20250,"COG0500@1|root,COG0500@2|Bacteria,2GX4K@201174|Actinobacteria",methyltransferase,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_25,NC_020990.1,XNR_4090,4641990,4642790,+,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport and catabolism",Op3064
XNR_RS20260,chiA,"COG3469@1|root,COG3469@2|Bacteria,2GJH0@201174|Actinobacteria",Belongs to the glycosyl hydrolase 18 family,-,-,-,-,-,-,-,-,-,-,-,"CBM_4_9,Glyco_hydro_18,fn3",NC_020990.1,XNR_4092,4643149,4644231,-,chitinase,Carbohydrate transport and metabolism,Op3065
XNR_RS20265,XNR_RS20265,"2EXWB@1|root,33R5F@2|Bacteria,2GP7Y@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4093,4644839,4646014,+,hypothetical protein,-,Op3066
XNR_RS20270,cpaB,"COG3745@1|root,COG3745@2|Bacteria,2GMP9@201174|Actinobacteria",Pilus assembly protein CpaB,-,-,ko:K02279,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,"RcpC,SAF",NC_020990.1,XNR_4094,4646011,4646718,+,Flp pilus assembly protein CpaB,"Intracellular trafficking, secretion, and vesicular transport",Op3066
XNR_RS20275,XNR_RS20275,"COG2197@1|root,COG4963@1|root,COG2197@2|Bacteria,COG4963@2|Bacteria,2GNHI@201174|Actinobacteria",Pilus assembly protein,-,-,ko:K02282,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,"AAA_31,ParA,Response_reg,TadE",NC_020990.1,XNR_4095,4646729,4648315,+,AAA family ATPase,"Cell cycle control, cell division, chromosome partitioning",Op3066
XNR_RS20280,XNR_RS20280,"2C7DI@1|root,34AS9@2|Bacteria,2IKQ0@201174|Actinobacteria",TadE-like protein,-,-,-,-,-,-,-,-,-,-,-,TadE,NC_020990.1,XNR_4096,4648312,4648695,+,pilus assembly protein,Function unknown,Op3066
XNR_RS20285,XNR_RS20285,"COG4962@1|root,COG4962@2|Bacteria,2GKKJ@201174|Actinobacteria",Type ii secretion system protein e,-,-,ko:K02283,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,T2SSE,NC_020990.1,XNR_4097,4648766,4650115,+,CpaF family protein,"Intracellular trafficking, secretion, and vesicular transport",Op3067
XNR_RS20290,XNR_RS20290,"COG4965@1|root,COG4965@2|Bacteria,2H577@201174|Actinobacteria",Type ii secretion system,-,-,ko:K12510,-,-,-,-,"ko00000,ko02044",-,-,-,T2SSF,NC_020990.1,XNR_4098,4650112,4651047,+,type II secretion system F family protein,"Intracellular trafficking, secretion, and vesicular transport",Op3067
XNR_RS20295,XNR_RS20295,"COG2064@1|root,COG2064@2|Bacteria,2GK7B@201174|Actinobacteria",Type ii secretion system,-,-,ko:K12511,-,-,-,-,"ko00000,ko02044",-,-,-,T2SSF,NC_020990.1,XNR_4099,4651050,4651979,+,DUF5936 domain-containing protein,Cell motility,Op3067
XNR_RS20300,XNR_RS20300,"COG4585@1|root,COG4585@2|Bacteria,2GMAB@201174|Actinobacteria",Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,"HATPase_c,HisKA_3",NC_020990.1,XNR_4100,4651976,4653586,+,histidine kinase,Signal transduction mechanisms,Op3067
XNR_RS20305,XNR_RS20305,"COG2197@1|root,COG2197@2|Bacteria,2GNMH@201174|Actinobacteria","helix_turn_helix, Lux Regulon",-,-,-,-,-,-,-,-,-,-,-,"GerE,Response_reg",NC_020990.1,XNR_4101,4653671,4654516,+,response regulator transcription factor,Signal transduction mechanisms,Op3068
XNR_RS20310,XNR_RS20310,"2BICN@1|root,32CIS@2|Bacteria,2GS81@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4102,4654712,4654951,+,hypothetical protein,-,Op3069
XNR_RS30065,XNR_RS30065,"2B43P@1|root,31WU6@2|Bacteria,2IFVC@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,Tad,NC_020990.1,XNR_4103,4654951,4655553,+,pilus assembly protein TadG-related protein,-,Op3069
XNR_RS30070,XNR_RS30070,"2EKP8@1|root,33ED0@2|Bacteria,2IFZY@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,,4655589,4656155,+,hypothetical protein,-,Op3069
XNR_RS20315,oprF,"COG2885@1|root,COG2885@2|Bacteria,2HXT6@201174|Actinobacteria",Belongs to the ompA family,-,-,-,-,-,-,-,-,-,-,-,OmpA,NC_020990.1,XNR_4105,4656162,4656824,+,OmpA family protein,Cell wall/membrane/envelope biogenesis,Op3069
XNR_RS20320,XNR_RS20320,"COG1309@1|root,COG1309@2|Bacteria,2GMG1@201174|Actinobacteria",transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,"TetR_C,TetR_N",NC_020990.1,XNR_4106,4656848,4657522,-,TetR/AcrR family transcriptional regulator,Transcription,Op3070
