,locus_tag,GOs
17631,XNR_RS18635,non-membrane-bounded organelle
17632,XNR_RS18635,intracellular organelle
17633,XNR_RS18635,intracellular non-membrane-bounded organelle
17634,XNR_RS18635,amide metabolic process
17635,XNR_RS18635,amide biosynthetic process
17636,XNR_RS18635,cellular component biogenesis
17637,XNR_RS18635,cellular metabolic process
17638,XNR_RS18635,primary metabolic process
17639,XNR_RS18635,cellular biosynthetic process
17640,XNR_RS18635,obsolete cellular macromolecule metabolic process
17641,XNR_RS18635,protein metabolic process
17642,XNR_RS18635,cellular nitrogen compound biosynthetic process
17643,XNR_RS18635,ribosomal subunit
17644,XNR_RS18635,obsolete organelle part
17645,XNR_RS18635,obsolete intracellular part
17646,XNR_RS18635,obsolete cytoplasmic part
17647,XNR_RS18635,obsolete cytosolic part
17648,XNR_RS18635,obsolete intracellular organelle part
17649,XNR_RS18635,obsolete cell part
17650,XNR_RS18635,heterocycle metabolic process
17651,XNR_RS18635,organic substance metabolic process
17652,XNR_RS18635,cellular component organization or biogenesis
17653,XNR_RS18635,cell periphery
17654,XNR_RS18635,nucleic acid metabolic process
17655,XNR_RS18635,organic cyclic compound binding
17656,XNR_RS18635,organic cyclic compound metabolic process
17657,XNR_RS18635,heterocyclic compound binding
17658,XNR_RS18635,organonitrogen compound metabolic process
17659,XNR_RS18635,organonitrogen compound biosynthetic process
17660,XNR_RS18635,organic substance biosynthetic process
17661,XNR_RS18635,ribonucleoprotein complex
17662,XNR_RS18640,biological_process
17663,XNR_RS18640,growth
17664,XNR_RS18645,molecular_function
17665,XNR_RS18645,catalytic activity
17666,XNR_RS18645,pantothenate kinase activity
17667,XNR_RS18645,cellular_component
17668,XNR_RS18645,intracellular anatomical structure
17669,XNR_RS18645,obsolete cell
17670,XNR_RS18645,cytoplasm
17671,XNR_RS18645,cytosol
17672,XNR_RS18645,nucleobase-containing compound metabolic process
17673,XNR_RS18645,purine nucleotide metabolic process
17674,XNR_RS18645,purine nucleotide biosynthetic process
17675,XNR_RS18645,cellular aromatic compound metabolic process
17676,XNR_RS18645,obsolete coenzyme metabolic process
17677,XNR_RS18645,nucleoside phosphate metabolic process
17678,XNR_RS18645,phosphorus metabolic process
17679,XNR_RS18645,phosphate-containing compound metabolic process
17680,XNR_RS18645,nitrogen compound metabolic process
17681,XNR_RS18645,biological_process
17682,XNR_RS18645,metabolic process
17683,XNR_RS18645,biosynthetic process
17684,XNR_RS18645,obsolete coenzyme biosynthetic process
17685,XNR_RS18645,nucleotide metabolic process
17686,XNR_RS18645,purine ribonucleotide metabolic process
17687,XNR_RS18645,purine ribonucleotide biosynthetic process
17688,XNR_RS18645,nucleotide biosynthetic process
17689,XNR_RS18645,ribonucleotide metabolic process
17690,XNR_RS18645,ribonucleotide biosynthetic process
17691,XNR_RS18645,cellular process
17692,XNR_RS18645,coenzyme A metabolic process
17693,XNR_RS18645,coenzyme A biosynthetic process
17694,XNR_RS18645,kinase activity
17695,XNR_RS18645,phosphorylation
17696,XNR_RS18645,transferase activity
17697,XNR_RS18645,"transferase activity, transferring phosphorus-containing groups"
17698,XNR_RS18645,"phosphotransferase activity, alcohol group as acceptor"
17699,XNR_RS18645,heterocycle biosynthetic process
17700,XNR_RS18645,aromatic compound biosynthetic process
17701,XNR_RS18645,organophosphate metabolic process
17702,XNR_RS18645,ribose phosphate metabolic process
17703,XNR_RS18645,nucleoside bisphosphate metabolic process
17704,XNR_RS18645,nucleoside bisphosphate biosynthetic process
17705,XNR_RS18645,ribonucleoside bisphosphate metabolic process
17706,XNR_RS18645,ribonucleoside bisphosphate biosynthetic process
17707,XNR_RS18645,purine nucleoside bisphosphate metabolic process
17708,XNR_RS18645,purine nucleoside bisphosphate biosynthetic process
17709,XNR_RS18645,cellular nitrogen compound metabolic process
17710,XNR_RS18645,nucleobase-containing compound biosynthetic process
17711,XNR_RS18645,cellular metabolic process
17712,XNR_RS18645,primary metabolic process
17713,XNR_RS18645,cellular biosynthetic process
17714,XNR_RS18645,cellular nitrogen compound biosynthetic process
17715,XNR_RS18645,small molecule metabolic process
17716,XNR_RS18645,obsolete intracellular part
17717,XNR_RS18645,obsolete cytoplasmic part
17718,XNR_RS18645,obsolete cell part
17719,XNR_RS18645,ribose phosphate biosynthetic process
17720,XNR_RS18645,heterocycle metabolic process
17721,XNR_RS18645,obsolete cofactor metabolic process
17722,XNR_RS18645,obsolete cofactor biosynthetic process
17723,XNR_RS18645,nucleobase-containing small molecule metabolic process
17724,XNR_RS18645,organic substance metabolic process
17725,XNR_RS18645,purine-containing compound metabolic process
17726,XNR_RS18645,purine-containing compound biosynthetic process
17727,XNR_RS18645,organophosphate biosynthetic process
17728,XNR_RS18645,carbohydrate derivative metabolic process
17729,XNR_RS18645,carbohydrate derivative biosynthetic process
17730,XNR_RS18645,nucleoside phosphate biosynthetic process
17731,XNR_RS18645,organic cyclic compound metabolic process
17732,XNR_RS18645,organic cyclic compound biosynthetic process
17733,XNR_RS18645,organonitrogen compound metabolic process
17734,XNR_RS18645,organonitrogen compound biosynthetic process
17735,XNR_RS18645,organic substance biosynthetic process
17738,XNR_RS18660,molecular_function
17739,XNR_RS18660,catalytic activity
17740,XNR_RS18660,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
17741,XNR_RS18660,cellular_component
17742,XNR_RS18660,intracellular anatomical structure
17743,XNR_RS18660,obsolete cell
17744,XNR_RS18660,cytoplasm
17745,XNR_RS18660,cytosol
17746,XNR_RS18660,plasma membrane
17747,XNR_RS18660,fructose 6-phosphate metabolic process
17748,XNR_RS18660,amino sugar metabolic process
17749,XNR_RS18660,UDP-N-acetylglucosamine metabolic process
17750,XNR_RS18660,nucleobase-containing compound metabolic process
17751,XNR_RS18660,protein modification process
17752,XNR_RS18660,protein glycosylation
17753,XNR_RS18660,protein N-linked glycosylation
17754,XNR_RS18660,cellular aromatic compound metabolic process
17755,XNR_RS18660,phosphorus metabolic process
17756,XNR_RS18660,phosphate-containing compound metabolic process
17757,XNR_RS18660,nitrogen compound metabolic process
17758,XNR_RS18660,biological_process
17759,XNR_RS18660,metabolic process
17760,XNR_RS18660,transaminase activity
17761,XNR_RS18660,biosynthetic process
17762,XNR_RS18660,macromolecule biosynthetic process
17763,XNR_RS18660,glycoprotein metabolic process
17764,XNR_RS18660,glycoprotein biosynthetic process
17765,XNR_RS18660,nucleotide-sugar metabolic process
17766,XNR_RS18660,cellular process
17767,XNR_RS18660,membrane
17768,XNR_RS18660,transferase activity
17769,XNR_RS18660,"transferase activity, transferring nitrogenous groups"
17770,XNR_RS18660,protein metabolic process
17771,XNR_RS18660,organophosphate metabolic process
17772,XNR_RS18660,cellular nitrogen compound metabolic process
17773,XNR_RS18660,obsolete cellular macromolecule biosynthetic process
17774,XNR_RS18660,protein modification process
17775,XNR_RS18660,growth
17776,XNR_RS18660,macromolecule metabolic process
17777,XNR_RS18660,macromolecule modification
17778,XNR_RS18660,macromolecule glycosylation
17779,XNR_RS18660,cellular metabolic process
17780,XNR_RS18660,primary metabolic process
17781,XNR_RS18660,cellular biosynthetic process
17782,XNR_RS18660,obsolete cellular macromolecule metabolic process
17783,XNR_RS18660,protein metabolic process
17784,XNR_RS18660,small molecule metabolic process
17785,XNR_RS18660,obsolete intracellular part
17786,XNR_RS18660,obsolete cytoplasmic part
17787,XNR_RS18660,obsolete cell part
17788,XNR_RS18660,heterocycle metabolic process
17789,XNR_RS18660,nucleobase-containing small molecule metabolic process
17790,XNR_RS18660,glycosylation
17791,XNR_RS18660,L-glutamine aminotransferase activity
17792,XNR_RS18660,organic substance metabolic process
17793,XNR_RS18660,cell periphery
17794,XNR_RS18660,carbohydrate derivative metabolic process
17795,XNR_RS18660,carbohydrate derivative biosynthetic process
17796,XNR_RS18660,organic cyclic compound metabolic process
17797,XNR_RS18660,organonitrogen compound metabolic process
17798,XNR_RS18660,organonitrogen compound biosynthetic process
17799,XNR_RS18660,organic substance biosynthetic process
17817,XNR_RS18760,biological_process
17818,XNR_RS18760,growth
17820,XNR_RS18775,tRNA threonylcarbamoyladenosine modification
17821,XNR_RS18775,cellular_component
17822,XNR_RS18775,cell wall
17823,XNR_RS18775,obsolete cell
17824,XNR_RS18775,nucleobase-containing compound metabolic process
17825,XNR_RS18775,RNA processing
17826,XNR_RS18775,tRNA metabolic process
17827,XNR_RS18775,tRNA modification
17828,XNR_RS18775,cellular aromatic compound metabolic process
17829,XNR_RS18775,nitrogen compound metabolic process
17830,XNR_RS18775,tRNA processing
17831,XNR_RS18775,biological_process
17832,XNR_RS18775,metabolic process
17833,XNR_RS18775,RNA modification
17834,XNR_RS18775,cellular process
17835,XNR_RS18775,gene expression
17836,XNR_RS18775,RNA metabolic process
17837,XNR_RS18775,external encapsulating structure
17838,XNR_RS18775,ncRNA processing
17839,XNR_RS18775,cellular nitrogen compound metabolic process
17840,XNR_RS18775,ncRNA metabolic process
17841,XNR_RS18775,macromolecule metabolic process
17842,XNR_RS18775,macromolecule modification
17843,XNR_RS18775,cellular metabolic process
17844,XNR_RS18775,primary metabolic process
17845,XNR_RS18775,obsolete cell part
17846,XNR_RS18775,heterocycle metabolic process
17847,XNR_RS18775,tRNA threonylcarbamoyladenosine metabolic process
17848,XNR_RS18775,organic substance metabolic process
17849,XNR_RS18775,cell periphery
17850,XNR_RS18775,nucleic acid metabolic process
17851,XNR_RS18775,organic cyclic compound metabolic process
17852,XNR_RS18780,molecular_function
17853,XNR_RS18780,catalytic activity
17854,XNR_RS18780,peptide alpha-N-acetyltransferase activity
17855,XNR_RS18780,protein modification process
17856,XNR_RS18780,protein acetylation
17857,XNR_RS18780,N-terminal protein amino acid acetylation
17858,XNR_RS18780,nitrogen compound metabolic process
17859,XNR_RS18780,N-acetyltransferase activity
17860,XNR_RS18780,biological_process
17861,XNR_RS18780,metabolic process
17862,XNR_RS18780,cellular process
17863,XNR_RS18780,gene expression
17864,XNR_RS18780,acetyltransferase activity
17865,XNR_RS18780,N-acyltransferase activity
17866,XNR_RS18780,transferase activity
17867,XNR_RS18780,acyltransferase activity
17868,XNR_RS18780,"acyltransferase activity, transferring groups other than amino-acyl groups"
17869,XNR_RS18780,protein metabolic process
17870,XNR_RS18780,N-terminal protein amino acid modification
17871,XNR_RS18780,peptide N-acetyltransferase activity
17872,XNR_RS18780,protein modification process
17873,XNR_RS18780,macromolecule metabolic process
17874,XNR_RS18780,macromolecule modification
17875,XNR_RS18780,protein acylation
17876,XNR_RS18780,cellular metabolic process
17877,XNR_RS18780,primary metabolic process
17878,XNR_RS18780,obsolete cellular macromolecule metabolic process
17879,XNR_RS18780,protein metabolic process
17880,XNR_RS18780,protein maturation
17881,XNR_RS18780,organic substance metabolic process
17882,XNR_RS18780,organonitrogen compound metabolic process
17883,XNR_RS18785,EKC/KEOPS complex
17884,XNR_RS18785,tRNA threonylcarbamoyladenosine modification
17885,XNR_RS18785,cellular_component
17886,XNR_RS18785,intracellular anatomical structure
17887,XNR_RS18785,obsolete cell
17888,XNR_RS18785,nucleobase-containing compound metabolic process
17889,XNR_RS18785,RNA processing
17890,XNR_RS18785,tRNA metabolic process
17891,XNR_RS18785,tRNA modification
17892,XNR_RS18785,cellular aromatic compound metabolic process
17893,XNR_RS18785,nitrogen compound metabolic process
17894,XNR_RS18785,tRNA processing
17895,XNR_RS18785,biological_process
17896,XNR_RS18785,metabolic process
17897,XNR_RS18785,RNA modification
17898,XNR_RS18785,cellular process
17899,XNR_RS18785,gene expression
17900,XNR_RS18785,RNA metabolic process
17901,XNR_RS18785,protein-containing complex
17902,XNR_RS18785,ncRNA processing
17903,XNR_RS18785,cellular nitrogen compound metabolic process
17904,XNR_RS18785,ncRNA metabolic process
17905,XNR_RS18785,macromolecule metabolic process
17906,XNR_RS18785,macromolecule modification
17907,XNR_RS18785,cellular metabolic process
17908,XNR_RS18785,primary metabolic process
17909,XNR_RS18785,obsolete intracellular part
17910,XNR_RS18785,obsolete cell part
17911,XNR_RS18785,heterocycle metabolic process
17912,XNR_RS18785,tRNA threonylcarbamoyladenosine metabolic process
17913,XNR_RS18785,organic substance metabolic process
17914,XNR_RS18785,nucleic acid metabolic process
17915,XNR_RS18785,organic cyclic compound metabolic process
17923,XNR_RS18825,molecular_function
17924,XNR_RS18825,binding
17925,XNR_RS18825,protein binding
17926,XNR_RS18825,cellular_component
17927,XNR_RS18825,extracellular region
17928,XNR_RS18825,cell wall
17929,XNR_RS18825,intracellular anatomical structure
17930,XNR_RS18825,obsolete cell
17931,XNR_RS18825,cytoplasm
17932,XNR_RS18825,cytosol
17933,XNR_RS18825,plasma membrane
17934,XNR_RS18825,regulation of DNA-templated transcription
17935,XNR_RS18825,protein folding
17936,XNR_RS18825,'de novo' protein folding
17937,XNR_RS18825,response to stress
17938,XNR_RS18825,response to unfolded protein
17939,XNR_RS18825,biological_process
17940,XNR_RS18825,response to temperature stimulus
17941,XNR_RS18825,response to heat
17942,XNR_RS18825,response to abiotic stimulus
17943,XNR_RS18825,regulation of biosynthetic process
17944,XNR_RS18825,cellular process
17945,XNR_RS18825,response to organic substance
17946,XNR_RS18825,regulation of gene expression
17947,XNR_RS18825,regulation of macromolecule biosynthetic process
17948,XNR_RS18825,membrane
17949,XNR_RS18825,regulation of nucleobase-containing compound metabolic process
17950,XNR_RS18825,regulation of metabolic process
17951,XNR_RS18825,enzyme binding
17952,XNR_RS18825,external encapsulating structure
17953,XNR_RS18825,regulation of cellular metabolic process
17954,XNR_RS18825,regulation of cellular biosynthetic process
17955,XNR_RS18825,cellular response to stress
17956,XNR_RS18825,cellular response to heat
17957,XNR_RS18825,zymogen binding
17958,XNR_RS18825,response to topologically incorrect protein
17959,XNR_RS18825,growth
17960,XNR_RS18825,response to chemical
17961,XNR_RS18825,ion binding
17962,XNR_RS18825,cation binding
17963,XNR_RS18825,obsolete intracellular part
17964,XNR_RS18825,obsolete cytoplasmic part
17965,XNR_RS18825,obsolete cell part
17966,XNR_RS18825,response to antibiotic
17967,XNR_RS18825,metal ion binding
17968,XNR_RS18825,regulation of biological process
17969,XNR_RS18825,regulation of cellular process
17970,XNR_RS18825,response to stimulus
17971,XNR_RS18825,unfolded protein binding
17972,XNR_RS18825,'de novo' post-translational protein folding
17973,XNR_RS18825,chaperone cofactor-dependent protein refolding
17974,XNR_RS18825,protein-folding chaperone binding
17975,XNR_RS18825,regulation of nitrogen compound metabolic process
17976,XNR_RS18825,regulation of RNA metabolic process
17977,XNR_RS18825,cellular response to stimulus
17978,XNR_RS18825,regulation of macromolecule metabolic process
17979,XNR_RS18825,chaperone-mediated protein folding
17980,XNR_RS18825,biological regulation
17981,XNR_RS18825,cell periphery
17982,XNR_RS18825,regulation of primary metabolic process
17983,XNR_RS18825,obsolete regulation of nucleic acid-templated transcription
17984,XNR_RS18825,obsolete regulation of cellular macromolecule biosynthetic process
17985,XNR_RS18825,regulation of RNA biosynthetic process
17986,XNR_RS18830,molecular_function
17987,XNR_RS18830,nucleic acid binding
17988,XNR_RS18830,DNA binding
17989,XNR_RS18830,single-stranded DNA binding
17990,XNR_RS18830,binding
17991,XNR_RS18830,protein binding
17992,XNR_RS18830,cellular_component
17993,XNR_RS18830,cell wall
17994,XNR_RS18830,intracellular anatomical structure
17995,XNR_RS18830,obsolete cell
17996,XNR_RS18830,cytoplasm
17997,XNR_RS18830,cytosol
17998,XNR_RS18830,plasma membrane
17999,XNR_RS18830,nucleobase-containing compound metabolic process
18000,XNR_RS18830,DNA metabolic process
18001,XNR_RS18830,protein folding
18002,XNR_RS18830,'de novo' protein folding
18003,XNR_RS18830,cellular aromatic compound metabolic process
18004,XNR_RS18830,nitrogen compound metabolic process
18005,XNR_RS18830,response to stress
18006,XNR_RS18830,cell communication
18007,XNR_RS18830,biological_process
18008,XNR_RS18830,metabolic process
18009,XNR_RS18830,response to temperature stimulus
18010,XNR_RS18830,nucleoid
