locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS17710,XNR_RS17710,NC_020990.1,XNR_3573,4092414,4094192,-,glycosyltransferase family 39 protein,-,Op2693
XNR_RS17715,XNR_RS17715,NC_020990.1,XNR_3574,4094297,4094851,-,MarR family transcriptional regulator,K,Op2694
XNR_RS17720,XNR_RS17720,NC_020990.1,XNR_3575,4094979,4095920,+,ABC transporter ATP-binding protein,V,Op2695
XNR_RS17725,XNR_RS17725,NC_020990.1,XNR_3576,4095917,4097530,+,ABC transporter membrane protein,M,Op2695
XNR_RS17730,XNR_RS17730,NC_020990.1,XNR_3577,4097647,4098237,-,hypothetical protein,-,Op2696
XNR_RS17735,XNR_RS17735,NC_020990.1,XNR_3578,4098359,4099348,-,bile acid:sodium symporter,P,Op2697
XNR_RS17740,XNR_RS17740,NC_020990.1,XNR_3579,4099718,4100332,+,TetR/AcrR family transcriptional regulator,K,Op2698
XNR_RS17745,XNR_RS17745,NC_020990.1,XNR_3580,4100340,4101224,-,MaoC/PaaZ C-terminal domain-containing protein,I,Op2699
XNR_RS17750,XNR_RS17750,NC_020990.1,XNR_3581,4101226,4102551,-,3-oxoacyl-ACP reductase,I,Op2699
XNR_RS17755,XNR_RS17755,NC_020990.1,XNR_3582,4102622,4103911,+,acetyl-CoA C-acetyltransferase,I,Op2700
XNR_RS17760,XNR_RS17760,NC_020990.1,XNR_3583,4104114,4106066,+,AMP-dependent synthetase/ligase,I,Op2700
XNR_RS17765,XNR_RS17765,NC_020990.1,XNR_3584,4106189,4106392,-,cold-shock protein,K,Op2701
XNR_RS17770,XNR_RS17770,NC_020990.1,XNR_3585,4106716,4107612,+,menaquinone biosynthesis protein,S,Op2702
XNR_RS17775,XNR_RS17775,NC_020990.1,XNR_3586,4107732,4112177,+,FtsK/SpoIIIE domain-containing protein,D,Op2703
XNR_RS17780,XNR_RS17780,NC_020990.1,XNR_3587,4112262,4112522,-,WXG100 family type VII secretion target,S,Op2704
XNR_RS17785,XNR_RS17785,NC_020990.1,XNR_3588,4112729,4112992,+,WXG100 family type VII secretion target,-,Op2705
XNR_RS17790,XNR_RS17790,NC_020990.1,XNR_3589,4113031,4113885,+,hypothetical protein,-,Op2705
XNR_RS17795,XNR_RS17795,NC_020990.1,XNR_3590,4113932,4114573,+,hypothetical protein,X,Op2706
XNR_RS30865,XNR_RS30865,NC_020990.1,XNR_3591,4114796,4114951,+,hypothetical protein,X,Op2707
XNR_RS17800,XNR_RS17800,NC_020990.1,XNR_3592,4115004,4115726,-,hypothetical protein,-,Op2708
XNR_RS17805,XNR_RS17805,NC_020990.1,XNR_3593,4115756,4117171,-,hypothetical protein,-,Op2708
XNR_RS17810,XNR_RS17810,NC_020990.1,XNR_3594,4117330,4118742,-,hypothetical protein,N,Op2709
XNR_RS17815,XNR_RS17815,NC_020990.1,XNR_3595,4118803,4119492,-,hypothetical protein,-,Op2710
XNR_RS17820,XNR_RS17820,NC_020990.1,XNR_3596,4119508,4120167,-,hypothetical protein,-,Op2710
XNR_RS17825,XNR_RS17825,NC_020990.1,XNR_3597,4120296,4121717,-,hypothetical protein,-,Op2711
XNR_RS17830,XNR_RS17830,NC_020990.1,XNR_3598,4121844,4122455,-,hypothetical protein,-,Op2712
XNR_RS17835,XNR_RS17835,NC_020990.1,XNR_3599,4122452,4123897,-,hypothetical protein,-,Op2712
XNR_RS17840,XNR_RS17840,NC_020990.1,XNR_3600,4124013,4124948,-,hypothetical protein,-,Op2713
XNR_RS17845,XNR_RS17845,NC_020990.1,XNR_3601,4125009,4126997,-,hypothetical protein,-,Op2714
XNR_RS17850,XNR_RS17850,NC_020990.1,XNR_3602,4127226,4127504,+,hypothetical protein,X,Op2715
XNR_RS30005,XNR_RS30005,NC_020990.1,,4127570,4127909,+,IS5 family transposase,L,Op2716
XNR_RS17865,XNR_RS17865,NC_020990.1,XNR_3607,4129269,4131167,+,alpha/beta hydrolase,S,Op2717
XNR_RS17870,XNR_RS17870,NC_020990.1,XNR_3608,4131222,4131926,+,hypothetical protein,X,Op2718
XNR_RS17875,XNR_RS17875,NC_020990.1,XNR_3609,4131923,4132534,+,hypothetical protein,X,Op2718
XNR_RS17880,XNR_RS17880,NC_020990.1,XNR_3610,4132925,4133662,+,hypothetical protein,-,Op2719
XNR_RS17885,XNR_RS17885,NC_020990.1,XNR_3611,4133674,4134501,+,hypothetical protein,B,Op2719
XNR_RS17890,XNR_RS17890,NC_020990.1,XNR_3612,4134498,4135796,+,ATPase%2C T2SS/T4P/T4SS family,U,Op2719
XNR_RS17895,XNR_RS17895,NC_020990.1,XNR_3613,4135802,4136809,+,type II secretion system F family protein,U,Op2719
XNR_RS17900,XNR_RS17900,NC_020990.1,XNR_3614,4136806,4137729,+,type II secretion system F family protein,U,Op2719
XNR_RS17905,XNR_RS17905,NC_020990.1,XNR_3615,4137810,4138058,+,hypothetical protein,-,Op2720
XNR_RS17910,XNR_RS17910,NC_020990.1,XNR_3616,4138296,4138673,+,pilus assembly protein,S,Op2721
XNR_RS17915,XNR_RS17915,NC_020990.1,XNR_3617,4138673,4139152,+,TadE/TadG family type IV pilus assembly protein,U,Op2721
XNR_RS17920,XNR_RS17920,NC_020990.1,XNR_3618,4139149,4139610,+,pilus assembly protein TadG-related protein,U,Op2721
XNR_RS17925,XNR_RS17925,NC_020990.1,XNR_3619,4139694,4140308,-,hypothetical protein,-,Op2722
XNR_RS17930,XNR_RS17930,NC_020990.1,XNR_3620,4140398,4141588,-,hypothetical protein,-,Op2723
XNR_RS17935,XNR_RS17935,NC_020990.1,XNR_3621,4142038,4144977,+,BTAD domain-containing putative transcriptional regulator,N,Op2724
XNR_RS17940,XNR_RS17940,NC_020990.1,XNR_3622,4144974,4145702,+,A24 family peptidase,N,Op2724
XNR_RS17945,XNR_RS17945,NC_020990.1,XNR_3623,4145835,4146494,+,flavin reductase family protein,S,Op2725
XNR_RS17950,mqnC,NC_020990.1,XNR_3624,4146537,4147736,+,dehypoxanthine futalosine cyclase,H,Op2726
XNR_RS17955,XNR_RS17955,NC_020990.1,XNR_3625,4147751,4148383,+,hypothetical protein,F,Op2726
XNR_RS17960,XNR_RS17960,NC_020990.1,XNR_3626,4148451,4149146,+,demethylmenaquinone methyltransferase,H,Op2727
XNR_RS17965,XNR_RS17965,NC_020990.1,XNR_3627,4149912,4150418,-,GNAT family N-acetyltransferase,J,Op2728
XNR_RS17970,XNR_RS17970,NC_020990.1,XNR_3628,4150521,4151807,+,geranylgeranyl reductase family protein,C,Op2729
XNR_RS17975,XNR_RS17975,NC_020990.1,XNR_3629,4151905,4152693,-,C40 family peptidase,M,Op2730
XNR_RS17980,XNR_RS17980,NC_020990.1,XNR_3630,4153564,4153923,+,NADH-quinone oxidoreductase subunit A,C,Op2731
XNR_RS17985,XNR_RS17985,NC_020990.1,XNR_3631,4153975,4154529,+,NADH-quinone oxidoreductase subunit B,C,Op2731
XNR_RS17990,XNR_RS17990,NC_020990.1,XNR_3632,4154526,4155281,+,NADH-quinone oxidoreductase subunit C,C,Op2731
XNR_RS17995,XNR_RS17995,NC_020990.1,XNR_3633,4155281,4156660,+,NADH-quinone oxidoreductase subunit D,C,Op2731
XNR_RS18000,nuoE,NC_020990.1,XNR_3634,4156696,4157532,+,NADH-quinone oxidoreductase subunit NuoE,C,Op2731
XNR_RS18005,nuoF,NC_020990.1,XNR_3635,4157529,4158881,+,NADH-quinone oxidoreductase subunit NuoF,C,Op2731
XNR_RS18010,XNR_RS18010,NC_020990.1,XNR_3636,4158878,4161406,+,NADH-quinone oxidoreductase subunit G,C,Op2731
XNR_RS18015,nuoH,NC_020990.1,XNR_3637,4161489,4162865,+,NADH-quinone oxidoreductase subunit NuoH,C,Op2731
XNR_RS18020,nuoI,NC_020990.1,XNR_3638,4162858,4163556,+,NADH-quinone oxidoreductase subunit NuoI,C,Op2731
XNR_RS18025,XNR_RS18025,NC_020990.1,XNR_3639,4163553,4164368,+,NADH-quinone oxidoreductase subunit J,C,Op2731
XNR_RS18030,nuoK,NC_020990.1,XNR_3640,4164365,4164664,+,NADH-quinone oxidoreductase subunit NuoK,C,Op2731
XNR_RS18035,nuoL,NC_020990.1,XNR_3641,4164679,4166574,+,NADH-quinone oxidoreductase subunit L,C,Op2731
XNR_RS18040,XNR_RS18040,NC_020990.1,XNR_3642,4166580,4168181,+,NADH-quinone oxidoreductase subunit M,C,Op2731
XNR_RS18045,nuoN,NC_020990.1,XNR_3643,4168178,4169827,+,NADH-quinone oxidoreductase subunit NuoN,C,Op2731
XNR_RS18050,recQ,NC_020990.1,XNR_3644,4170140,4172221,+,DNA helicase RecQ,L,Op2732
XNR_RS18055,fahA,NC_020990.1,XNR_3645,4172323,4173543,-,fumarylacetoacetase,Q,Op2733
XNR_RS18060,XNR_RS18060,NC_020990.1,XNR_3646,4173759,4173965,+,hypothetical protein,-,Op2734
XNR_RS30870,XNR_RS30870,NC_020990.1,XNR_3647,4174029,4174187,-,hypothetical protein,-,Op2735
XNR_RS18070,XNR_RS18070,NC_020990.1,XNR_3648,4174441,4175436,+,Cof-type HAD-IIB family hydrolase,J,Op2736
XNR_RS18075,XNR_RS18075,NC_020990.1,XNR_3649,4175455,4175904,-,hypothetical protein,-,Op2737
XNR_RS18080,XNR_RS18080,NC_020990.1,XNR_3650,4176186,4177034,+,hypothetical protein,H,Op2738
XNR_RS18085,XNR_RS18085,NC_020990.1,XNR_3651,4177041,4177826,-,SDR family oxidoreductase,I,Op2739
XNR_RS18090,XNR_RS18090,NC_020990.1,XNR_3652,4177925,4179967,-,CocE/NonD family hydrolase,I,Op2740
XNR_RS18095,XNR_RS18095,NC_020990.1,XNR_3653,4180010,4181557,-,peptide MFS transporter,E,Op2741
XNR_RS18100,XNR_RS18100,NC_020990.1,XNR_3654,4181986,4182996,+,polyprenyl synthetase family protein,H,Op2742
XNR_RS18105,XNR_RS18105,NC_020990.1,XNR_3655,4183231,4184532,+,hypothetical protein,M,Op2743
XNR_RS30620,XNR_RS30620,NC_020990.1,,4184614,4185006,-,hypothetical protein,X,Op2744
XNR_RS18115,XNR_RS18115,NC_020990.1,XNR_3656,4185092,4189555,-,ricin-type beta-trefoil lectin domain protein,G,Op2745
XNR_RS18125,XNR_RS18125,NC_020990.1,XNR_3658,4190745,4192106,-,hypothetical protein,K,Op2746
XNR_RS18130,tgmA,NC_020990.1,XNR_3661,4192576,4192848,+,putative ATP-grasp-modified RiPP,S,Op2076
XNR_RS18135,tgmB,NC_020990.1,XNR_3662,4192845,4193810,+,ATP-grasp ribosomal peptide maturase,H,Op2076
XNR_RS18140,tgmC,NC_020990.1,XNR_3663,4193807,4194952,+,ATP-grasp peptide maturase system methyltransferase,O,Op2076
XNR_RS18145,XNR_RS18145,NC_020990.1,XNR_3664,4195084,4195998,+,methyltransferase domain-containing protein,O,Op2747
XNR_RS18150,XNR_RS18150,NC_020990.1,XNR_3665,4195995,4196804,+,class I SAM-dependent methyltransferase,Q,Op2747
XNR_RS18155,XNR_RS18155,NC_020990.1,XNR_3666,4196838,4197311,-,VOC family protein,E,Op2748
XNR_RS18160,XNR_RS18160,NC_020990.1,XNR_3667,4197445,4197792,+,hypothetical protein,X,Op2749
XNR_RS18165,XNR_RS18165,NC_020990.1,XNR_3668,4197796,4199460,-,ABC-F family ATP-binding cassette domain-containing protein,S,Op2750
XNR_RS18170,rarD,NC_020990.1,XNR_3669,4199674,4200759,-,EamA family transporter RarD,S,Op2751
XNR_RS18175,XNR_RS18175,NC_020990.1,XNR_3670,4200895,4201767,-,SDR family oxidoreductase,G,Op2752
XNR_RS18180,XNR_RS18180,NC_020990.1,XNR_3671,4201962,4202306,+,helix-turn-helix domain-containing protein,K,Op2753
XNR_RS18185,XNR_RS18185,NC_020990.1,XNR_3672,4202387,4203472,-,2-oxoacid:ferredoxin oxidoreductase subunit beta,C,Op2754
XNR_RS18190,XNR_RS18190,NC_020990.1,XNR_3673,4203465,4205453,-,2-oxoacid:acceptor oxidoreductase subunit alpha,C,Op2754
XNR_RS18195,XNR_RS18195,NC_020990.1,XNR_3674,4205786,4206457,-,response regulator transcription factor,T,Op2755
XNR_RS18200,XNR_RS18200,NC_020990.1,XNR_3675,4206852,4208201,-,sensor histidine kinase,T,Op2756
XNR_RS18205,XNR_RS18205,NC_020990.1,XNR_3676,4208382,4209581,-,sensor histidine kinase,T,Op2757
XNR_RS18210,XNR_RS18210,NC_020990.1,XNR_3677,4209802,4210185,+,NADH-quinone oxidoreductase subunit A,C,Op2758
XNR_RS18215,XNR_RS18215,NC_020990.1,XNR_3678,4210176,4210826,+,NADH-quinone oxidoreductase subunit B,C,Op2758
XNR_RS18220,XNR_RS18220,NC_020990.1,XNR_3679,4210823,4212148,+,NADH-quinone oxidoreductase subunit C,C,Op2758
XNR_RS18225,XNR_RS18225,NC_020990.1,XNR_3680,4212145,4213113,+,NADH-quinone oxidoreductase subunit H,C,Op2758
XNR_RS18230,XNR_RS18230,NC_020990.1,XNR_3681,4213114,4213788,+,NADH-quinone oxidoreductase subunit I,C,Op2758
XNR_RS18235,XNR_RS18235,NC_020990.1,XNR_3682,4213785,4214435,+,NADH-quinone oxidoreductase subunit J,C,Op2758
XNR_RS18240,nuoK,NC_020990.1,XNR_3683,4214435,4214866,+,NADH-quinone oxidoreductase subunit NuoK,C,Op2758
XNR_RS18245,XNR_RS18245,NC_020990.1,XNR_3684,4214863,4216854,+,NADH-quinone oxidoreductase subunit L,C,Op2758
XNR_RS18250,XNR_RS18250,NC_020990.1,XNR_3685,4216860,4218434,+,NADH-quinone oxidoreductase subunit M,C,Op2758
XNR_RS18255,XNR_RS18255,NC_020990.1,XNR_3686,4218431,4219972,+,NADH-quinone oxidoreductase subunit N,C,Op2758
XNR_RS18260,htpX,NC_020990.1,XNR_3687,4220131,4220991,+,zinc metalloprotease HtpX,O,Op2759
XNR_RS18265,XNR_RS18265,NC_020990.1,XNR_3688,4220988,4221380,+,YccF domain-containing protein,S,Op2759
XNR_RS18270,XNR_RS18270,NC_020990.1,XNR_3689,4221560,4221826,+,GlsB/YeaQ/YmgE family stress response membrane protein,S,Op2760
XNR_RS18275,XNR_RS18275,NC_020990.1,XNR_3690,4221893,4222381,-,YajQ family cyclic di-GMP-binding protein,S,Op2761
XNR_RS18285,XNR_RS18285,NC_020990.1,XNR_3692,4222823,4223149,+,hypothetical protein,X,Op2762
XNR_RS18290,XNR_RS18290,NC_020990.1,XNR_3693,4223247,4223903,-,SDR family oxidoreductase,G,Op2763
XNR_RS18295,XNR_RS18295,NC_020990.1,XNR_3694,4223965,4225227,-,hydrolase,F,Op2764
XNR_RS18310,rpmG,NC_020990.1,XNR_3697,4225845,4226009,+,50S ribosomal protein L33,J,Op2765
XNR_RS18315,XNR_RS18315,NC_020990.1,XNR_3698,4226165,4226617,+,MaoC family dehydratase N-terminal domain-containing protein,I,Op2766
XNR_RS18320,XNR_RS18320,NC_020990.1,XNR_3699,4226623,4227051,+,MaoC family dehydratase,I,Op2766
XNR_RS18325,XNR_RS18325,NC_020990.1,XNR_3700,4227105,4228160,+,UDP-N-acetylmuramate dehydrogenase,M,Op2767
XNR_RS18330,XNR_RS18330,NC_020990.1,XNR_3701,4228176,4228808,-,NAD(P)H-binding protein,G,Op2768
XNR_RS18335,XNR_RS18335,NC_020990.1,XNR_3702,4228836,4229951,-,adenosine deaminase,F,Op2768
XNR_RS18340,XNR_RS18340,NC_020990.1,XNR_3703,4230091,4231317,-,pyridoxal phosphate-dependent aminotransferase,E,Op2769
XNR_RS18350,secE,NC_020990.1,XNR_3705,4231702,4231983,+,preprotein translocase subunit SecE,U,Op2770
XNR_RS18355,nusG,NC_020990.1,XNR_3706,4232060,4232923,+,transcription termination/antitermination protein NusG,K,Op2771
XNR_RS18360,rplK,NC_020990.1,XNR_3707,4233114,4233548,+,50S ribosomal protein L11,J,Op2772
XNR_RS18365,rplA,NC_020990.1,XNR_3708,4233649,4234377,+,50S ribosomal protein L1,J,Op2772
XNR_RS18370,XNR_RS18370,NC_020990.1,XNR_3709,4234563,4235519,+,hypothetical protein,-,Op2773
XNR_RS18375,rplJ,NC_020990.1,XNR_3710,4235900,4236427,+,50S ribosomal protein L10,J,Op2774
XNR_RS18380,rplL,NC_020990.1,XNR_3711,4236539,4236922,+,50S ribosomal protein L7/L12,J,Op2774
XNR_RS18385,rpoB,NC_020990.1,XNR_3712,4237539,4241021,+,DNA-directed RNA polymerase subunit beta,K,Op2775
XNR_RS18390,XNR_RS18390,NC_020990.1,XNR_3713,4241148,4245047,+,DNA-directed RNA polymerase subunit beta',K,Op2775
XNR_RS18395,XNR_RS18395,NC_020990.1,XNR_3714,4245132,4246373,-,M48 family metalloprotease,O,Op2776
XNR_RS18400,XNR_RS18400,NC_020990.1,XNR_3715,4246442,4247059,-,DUF5706 domain-containing protein,-,Op2777
XNR_RS18405,XNR_RS18405,NC_020990.1,XNR_3716,4247056,4248546,-,hypothetical protein,-,Op2777
XNR_RS18410,XNR_RS18410,NC_020990.1,XNR_3717,4248603,4250975,-,hypothetical protein,-,Op2778
XNR_RS18415,XNR_RS18415,NC_020990.1,XNR_3718,4250972,4251982,-,hypothetical protein,T,Op2778
XNR_RS18420,XNR_RS18420,NC_020990.1,XNR_3719,4252174,4252869,-,Crp/Fnr family transcriptional regulator,K,Op2779
XNR_RS18425,rpsL,NC_020990.1,XNR_3720,4253459,4253830,+,30S ribosomal protein S12,J,Op2780
XNR_RS18430,rpsG,NC_020990.1,XNR_3721,4253833,4254303,+,30S ribosomal protein S7,J,Op2780
XNR_RS18435,fusA,NC_020990.1,XNR_3722,4254343,4256469,+,elongation factor G,J,Op2780
XNR_RS18440,tuf,NC_020990.1,XNR_3723,4256621,4257814,+,elongation factor Tu,J,Op2781
XNR_RS18445,XNR_RS18445,NC_020990.1,XNR_3724,4258089,4260455,+,SpoIIE family protein phosphatase,T,Op2782
XNR_RS18450,XNR_RS18450,NC_020990.1,XNR_3725,4260510,4261142,-,GntR family transcriptional regulator,K,Op2783
XNR_RS18455,XNR_RS18455,NC_020990.1,XNR_3726,4261399,4261812,+,aspartate 1-decarboxylase,H,Op2784
XNR_RS18460,XNR_RS18460,NC_020990.1,XNR_3727,4261884,4262744,-,hypothetical protein,S,Op2785
XNR_RS18470,rpsJ,NC_020990.1,XNR_3728,4263359,4263667,+,30S ribosomal protein S10,J,Op2786
XNR_RS18475,rplC,NC_020990.1,XNR_3729,4263682,4264326,+,50S ribosomal protein L3,J,Op2786
XNR_RS18480,rplD,NC_020990.1,XNR_3730,4264334,4264987,+,50S ribosomal protein L4,J,Op2786
XNR_RS18485,rplW,NC_020990.1,XNR_3731,4264987,4265403,+,50S ribosomal protein L23,J,Op2786
XNR_RS18490,rplB,NC_020990.1,XNR_3732,4265442,4266278,+,50S ribosomal protein L2,J,Op2786
XNR_RS18495,rpsS,NC_020990.1,XNR_3733,4266291,4266572,+,30S ribosomal protein S19,J,Op2786
XNR_RS18500,rplV,NC_020990.1,XNR_3734,4266617,4266964,+,50S ribosomal protein L22,J,Op2787
XNR_RS18505,rpsC,NC_020990.1,XNR_3735,4266964,4267794,+,30S ribosomal protein S3,J,Op2787
XNR_RS18510,rplP,NC_020990.1,XNR_3736,4267800,4268219,+,50S ribosomal protein L16,J,Op2787
XNR_RS18515,rpmC,NC_020990.1,XNR_3737,4268219,4268443,+,50S ribosomal protein L29,J,Op2787
XNR_RS18520,rpsQ,NC_020990.1,XNR_3738,4268443,4268730,+,30S ribosomal protein S17,J,Op2787
XNR_RS18525,rplN,NC_020990.1,XNR_3739,4268864,4269232,+,50S ribosomal protein L14,J,Op2788
XNR_RS18530,rplX,NC_020990.1,XNR_3740,4269235,4269558,+,50S ribosomal protein L24,J,Op2788
XNR_RS18535,rplE,NC_020990.1,XNR_3741,4269558,4270115,+,50S ribosomal protein L5,J,Op2788
XNR_RS18540,XNR_RS18540,NC_020990.1,XNR_3742,4270119,4270304,+,type Z 30S ribosomal protein S14,J,Op2788
XNR_RS18545,rpsH,NC_020990.1,XNR_3743,4270554,4270952,+,30S ribosomal protein S8,J,Op2789
XNR_RS18550,rplF,NC_020990.1,XNR_3744,4270974,4271513,+,50S ribosomal protein L6,J,Op2789
XNR_RS18555,rplR,NC_020990.1,XNR_3745,4271517,4271900,+,50S ribosomal protein L18,J,Op2789
XNR_RS18560,rpsE,NC_020990.1,XNR_3746,4271967,4272569,+,30S ribosomal protein S5,J,Op2790
XNR_RS18565,rpmD,NC_020990.1,XNR_3747,4272569,4272751,+,50S ribosomal protein L30,J,Op2790
XNR_RS18570,rplO,NC_020990.1,XNR_3748,4272753,4273208,+,50S ribosomal protein L15,J,Op2790
XNR_RS18575,secY,NC_020990.1,XNR_3749,4273443,4274756,+,preprotein translocase subunit SecY,U,Op2791
XNR_RS18580,XNR_RS18580,NC_020990.1,XNR_3750,4274756,4275412,+,adenylate kinase,F,Op2791
XNR_RS18585,map,NC_020990.1,XNR_3751,4275558,4276394,+,type I methionyl aminopeptidase,J,Op1630
XNR_RS18590,infA,NC_020990.1,XNR_3752,4276642,4276863,+,translation initiation factor IF-1,J,Op2792
XNR_RS18595,rpmJ,NC_020990.1,XNR_3753,4276928,4277041,+,50S ribosomal protein L36,J,Op2793
XNR_RS18600,rpsM,NC_020990.1,XNR_3754,4277263,4277643,+,30S ribosomal protein S13,J,Op2794
XNR_RS18605,rpsK,NC_020990.1,XNR_3755,4277709,4278113,+,30S ribosomal protein S11,J,Op2794
XNR_RS18610,XNR_RS18610,NC_020990.1,XNR_3756,4278275,4279297,+,DNA-directed RNA polymerase subunit alpha,K,Op2795
XNR_RS18615,rplQ,NC_020990.1,XNR_3757,4279684,4280184,+,50S ribosomal protein L17,J,Op2796
XNR_RS18620,truA,NC_020990.1,XNR_3758,4280273,4281160,+,tRNA pseudouridine(38-40) synthase TruA,J,Op2797
XNR_RS18625,XNR_RS18625,NC_020990.1,XNR_3759,4281171,4282049,-,hypothetical protein,-,Op2798
XNR_RS18630,rplM,NC_020990.1,XNR_3760,4282360,4282803,+,50S ribosomal protein L13,J,Op2799
XNR_RS18635,rpsI,NC_020990.1,XNR_3761,4282847,4283350,+,30S ribosomal protein S9,J,Op2800
XNR_RS18640,glmM,NC_020990.1,XNR_3762,4283636,4284997,+,phosphoglucosamine mutase,G,Op2801
XNR_RS18645,coaA,NC_020990.1,XNR_3763,4285077,4286054,-,type I pantothenate kinase,H,Op2802
XNR_RS18650,XNR_RS18650,NC_020990.1,XNR_3764,4286153,4286476,+,hypothetical protein,-,Op2803
XNR_RS18655,XNR_RS18655,NC_020990.1,XNR_3765,4286502,4287062,+,MOSC domain-containing protein,S,Op2803
XNR_RS18660,glmS,NC_020990.1,XNR_3766,4287207,4289108,+,glutamine--fructose-6-phosphate transaminase (isomerizing),M,Op2804
XNR_RS18665,XNR_RS18665,NC_020990.1,XNR_3767,4289237,4290403,+,PP2C family protein-serine/threonine phosphatase,K,Op2805
XNR_RS18670,XNR_RS18670,NC_020990.1,XNR_3768,4290626,4292347,+,DUF4157 domain-containing protein,S,Op2806
XNR_RS18675,XNR_RS18675,NC_020990.1,XNR_3769,4292433,4293389,+,helix-turn-helix domain-containing protein,K,Op2807
XNR_RS18680,XNR_RS18680,NC_020990.1,XNR_3770,4293401,4294297,-,alpha/beta fold hydrolase,E,Op2808
XNR_RS18685,gap,NC_020990.1,XNR_3771,4294441,4295442,+,type I glyceraldehyde-3-phosphate dehydrogenase,G,Op2809
XNR_RS18690,XNR_RS18690,NC_020990.1,XNR_3772,4295645,4296013,+,holo-ACP synthase,I,Op2810
XNR_RS18695,XNR_RS18695,NC_020990.1,XNR_3773,4296018,4297547,+,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,G,Op2810
XNR_RS18700,XNR_RS18700,NC_020990.1,XNR_3774,4297634,4298086,-,hypothetical protein,-,Op2811
XNR_RS18705,XNR_RS18705,NC_020990.1,XNR_3775,4298209,4298403,-,hypothetical protein,X,Op2812
XNR_RS18710,XNR_RS18710,NC_020990.1,XNR_3776,4298598,4299341,+,DUF4097 family beta strand repeat-containing protein,T,Op2813
XNR_RS18715,XNR_RS18715,NC_020990.1,XNR_3777,4299322,4299615,-,hypothetical protein,X,Op2814
XNR_RS18720,XNR_RS18720,NC_020990.1,XNR_3778,4299679,4300050,-,hypothetical protein,X,Op2815
XNR_RS18725,XNR_RS18725,NC_020990.1,XNR_3779,4300270,4301019,+,DUF5753 domain-containing protein,K,Op2816
XNR_RS18730,XNR_RS18730,NC_020990.1,XNR_3780,4301016,4301210,+,DUF397 domain-containing protein,S,Op2816
XNR_RS30035,XNR_RS30035,NC_020990.1,,4301287,4301466,+,DUF397 domain-containing protein,S,Op2817
XNR_RS18735,XNR_RS18735,NC_020990.1,XNR_3781,4301531,4302151,+,DUF6000 family protein,-,Op2818
XNR_RS18740,XNR_RS18740,NC_020990.1,XNR_3782,4302249,4302674,+,SRPBCC domain-containing protein,J,Op2819
XNR_RS18745,XNR_RS18745,NC_020990.1,XNR_3783,4302761,4303834,-,M23 family metallopeptidase,M,Op2820
XNR_RS18750,alr,NC_020990.1,XNR_3784,4304167,4305348,+,alanine racemase,E,Op2821
XNR_RS18755,XNR_RS18755,NC_020990.1,XNR_3785,4305416,4306675,+,alpha/beta hydrolase,I,Op2822
XNR_RS18760,tsaE,NC_020990.1,XNR_3786,4306632,4307228,+,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,K,Op2822
XNR_RS18765,XNR_RS18765,NC_020990.1,XNR_3787,4307425,4307631,+,hypothetical protein,X,Op2823
XNR_RS18770,XNR_RS18770,NC_020990.1,XNR_3788,4307711,4308268,-,L%2CD-transpeptidase,S,Op2824
XNR_RS18775,tsaB,NC_020990.1,XNR_3789,4308396,4309058,+,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,O,Op2825
XNR_RS18780,rimI,NC_020990.1,XNR_3790,4309055,4309624,+,ribosomal protein S18-alanine N-acetyltransferase,K,Op2825
XNR_RS18785,tsaD,NC_020990.1,XNR_3791,4309617,4310753,+,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,O,Op2825
XNR_RS18790,XNR_RS18790,NC_020990.1,XNR_3792,4310750,4311025,+,hypothetical protein,-,Op2825
XNR_RS18795,XNR_RS18795,NC_020990.1,XNR_3793,4311244,4311660,+,CBS domain-containing protein,S,Op2826
XNR_RS18800,XNR_RS18800,NC_020990.1,XNR_3794,4311770,4312249,-,DUF5709 domain-containing protein,-,Op2827
XNR_RS18805,XNR_RS18805,NC_020990.1,XNR_3795,4312280,4313650,-,MFS transporter,E,Op2827
